,SUBSCRIPTION_KEY,UPGRADE_PROB,UPGRADE_FLAG
205,20570,0.37749037950329073,N
206,86865,0.033268757684784815,N
207,268087,0.034638831463858225,N
208,14983,0.05729957784253357,N
209,53733,0.1309147914464705,N
210,324583,0.13338451374085325,N
211,167429,0.0865703128087719,N
212,21324,0.17623164544411055,N
213,55113,0.03438291003032155,N
214,52869,0.2522165204907302,N
215,25045,0.11004058481274405,N
216,367625,0.15374744133585155,N
217,167734,0.5577265372758946,Y
218,178588,0.09773480183237614,N
219,410065,0.020499983667678825,N
220,247113,0.3033226462996637,N
221,296934,0.009188714457004145,N
222,121108,0.022897967227573153,N
223,424901,0.44026173747773517,N
224,291911,0.20935811808719862,N
225,440532,0.2949920830527127,N
226,341943,0.03445767039495149,N
227,344353,0.01453357995217198,N
228,236507,0.092152839746233,N
229,389869,0.032918844686693226,N
230,339906,0.1859378337862125,N
231,61091,0.02641429297402263,N
232,402081,0.0172525044353297,N
233,166136,0.03932805417436399,N
234,141390,0.08758739979638674,N
235,62616,0.8005389075440492,Y
236,91374,0.03498557786215273,N
237,356476,0.17553046751094908,N
238,135031,0.4113625262218428,N
239,356765,0.03167845151678474,N
240,42878,0.347365688222989,N
241,334474,0.03246781707195314,N
242,37542,0.11863118838026976,N
243,100645,0.05733885231092386,N
244,463702,0.020555701683962802,N
245,215380,0.26686557199520505,N
246,99205,0.07171992468748123,N
247,83350,0.09977918795937273,N
248,425881,0.046433157341103266,N
249,207474,0.03567616555115452,N
250,18268,0.32042552412015834,N
251,462498,0.335051504443625,N
252,401755,0.32560269764781746,N
253,150801,0.02493768264112048,N
254,218472,0.4689201769431372,N
255,408418,0.11364361047134394,N
256,410534,0.06829491260829207,N
257,34483,0.025869601308782072,N
258,163908,0.0343089342680904,N
259,382264,0.23290606495486926,N
260,294021,0.23173568607737619,N
261,470998,0.06323985466856663,N
262,320005,0.2955287116817838,N
263,337517,0.18160252820120787,N
264,99982,0.6100368115008241,Y
265,110335,0.03785844720957039,N
266,306595,0.12946384697258073,N
267,386189,0.9788866357188255,Y
268,473005,0.05158131337968454,N
269,49457,0.09072508694777076,N
270,424126,0.7815848932531917,Y
271,202361,0.10138546900312112,N
272,296202,0.2758955403682574,N
273,237717,0.240748564770379,N
274,132575,0.21247320335802988,N
275,453696,0.14180622820846586,N
276,28680,0.035329349776806504,N
277,422443,0.20770768609959528,N
278,251695,0.20921639921026491,N
279,19891,0.1996844397636386,N
280,279278,0.32620141859373264,N
281,270531,0.11710536988550675,N
282,404314,0.08823148403069184,N
283,28546,0.04547976992582363,N
284,334648,0.02310843912656455,N
285,426940,0.048233717598977544,N
286,198012,0.04533395547027837,N
287,463483,0.02715444229496599,N
288,247323,0.6872239417491087,Y
289,389278,0.032963514961451695,N
290,458178,0.037437659422529815,N
291,101953,0.01924732688661536,N
292,187688,0.0935053982383001,N
293,312726,0.024450833519962224,N
294,261301,0.08712739501412146,N
295,258767,0.4790721426318302,N
296,180243,0.47282573426651514,N
297,431862,0.027957224488295414,N
298,324853,0.10943159431000557,N
299,304714,0.2780773197123838,N
300,214521,0.017635333994217847,N
301,317590,0.9870279927759551,Y
302,473714,0.0700243355222914,N
303,321355,0.9634159881367558,Y
304,430145,0.6118209963303681,Y
305,17931,0.4738571190508237,N
306,94994,0.02460999397394011,N
307,82055,0.424800710312526,N
308,2321,0.029933060734570114,N
309,92023,0.047696720522890014,N
310,84038,0.07198474338444896,N
311,477212,0.18055593293832015,N
312,151906,0.04359357193552468,N
313,240510,0.03422428396387475,N
314,108613,0.06042587295946882,N
315,426237,0.06607945605764846,N
316,176797,0.7110290800116387,Y
317,355446,0.16811298957245113,N
318,312409,0.25876004457276813,N
319,420254,0.02933467401054318,N
320,45607,0.102043530855944,N
321,423867,0.18952525770144424,N
322,73511,0.030833174742925015,N
323,302135,0.08813249916930946,N
324,348131,0.34107624373464784,N
325,394570,0.6858734447216855,Y
326,337058,0.02618529594784673,N
327,78810,0.06432312774757659,N
328,285695,0.08177423196145296,N
329,383727,0.4192906597847848,N
330,234556,0.04531352011342685,N
331,50387,0.392584834588267,N
332,19127,0.2612309651603644,N
333,416443,0.02825984891575268,N
334,446698,0.041761980025769314,N
335,437266,0.035044115112187336,N
336,451757,0.0316504104880048,N
337,227898,0.26426954511234535,N
338,460864,0.08165039797178182,N
339,67903,0.20758988277236476,N
340,115827,0.07481321499627498,N
341,65173,0.03139024393575847,N
342,308004,0.19392266680877304,N
343,313342,0.0325256517157678,N
344,119374,0.06351507846370806,N
345,41229,0.26877760413393226,N
346,131971,0.6866260290147729,Y
347,149280,0.09006055806901597,N
348,265426,0.21875876937246835,N
349,247111,0.05356384249580007,N
350,156434,0.3810885001265729,N
351,474007,0.8709839398642143,Y
352,474261,0.25540560439397564,N
353,355055,0.020351824331853317,N
354,271257,0.3988476360703288,N
355,289511,0.2514927072994186,N
356,347342,0.048077442469031256,N
357,442941,0.0981295879225739,N
358,1502,0.3118822275416171,N
359,270906,0.03351955409762255,N
360,325309,0.07774004954495285,N
361,182205,0.02243574953420195,N
362,170179,0.026447303113071276,N
363,15335,0.1702524172222692,N
364,53624,0.024852341567283786,N
365,20559,0.019057063638082506,N
366,113299,0.24956525734430515,N
367,130128,0.12288178215401299,N
368,289228,0.1254230010162802,N
369,433565,0.09099601222427317,N
370,465844,0.18338492230008743,N
371,79443,0.033166430414149246,N
372,314697,0.10060337133884062,N
373,253399,0.05281042434219371,N
374,421187,0.7267285848290561,Y
375,440780,0.6483862776358125,Y
376,247330,0.6025702381343608,Y
377,299905,0.27511168057877344,N
378,434257,0.1054512285676389,N
379,386646,0.2490933223707233,N
380,176521,0.31530008059265885,N
381,308135,0.08395550564584406,N
382,45407,0.42720377676728305,N
383,374534,0.914835513330168,Y
384,227638,0.2231257369067499,N
385,202866,0.035358965002841074,N
386,189716,0.032784851531073876,N
387,399934,0.6790113977507392,Y
388,115552,0.1732912107791244,N
389,259093,0.37871312368599896,N
390,468294,0.02030768952712504,N
391,269805,0.35207113095516984,N
392,127304,0.015687322892948705,N
393,440682,0.14811962232610326,N
394,325913,0.606959949164173,Y
395,172967,0.5362926501595512,Y
396,300170,0.2674816452161158,N
397,41648,0.38379966940388716,N
398,56226,0.2072538194263243,N
399,236798,0.06330457304081596,N
400,227145,0.024991975356295618,N
401,413286,0.05500388562771001,N
402,148611,0.06806997738822004,N
403,5989,0.0950759647122877,N
404,400416,0.017911291639198294,N
405,199858,0.01694501464180644,N
406,70549,0.04436421568837975,N
407,256459,0.2530152753932166,N
408,431784,0.028886315298024868,N
409,197027,0.035401611231425864,N
410,122592,0.05413088763549629,N
411,40937,0.03650028675921936,N
412,280638,0.10068243653488375,N
413,276720,0.048353800995401965,N
414,449158,0.02205304044179986,N
415,402698,0.09747568120463693,N
416,372747,0.035082585385958986,N
417,406724,0.7560351833905735,Y
418,232125,0.02594833341223402,N
419,26517,0.08620387010590008,N
420,186050,0.03177107845135621,N
421,123155,0.1275692176867707,N
422,52577,0.2834680198168269,N
423,77981,0.13160364848083833,N
424,191369,0.38661525366594,N
425,322337,0.3551310734293289,N
426,344275,0.045567861353035664,N
427,439909,0.5012436829308357,Y
428,218053,0.02449963986495183,N
429,295432,0.27753393330700227,N
430,147574,0.016339122240211466,N
431,348291,0.030097899770680066,N
432,77958,0.03133534680162758,N
433,359667,0.1368798888039014,N
434,407640,0.8180506608671028,Y
435,355118,0.44954925239637283,N
436,177362,0.042878674648321444,N
437,49517,0.08854440243665163,N
438,98586,0.025744867452954255,N
439,170482,0.027910786252823366,N
440,414254,0.031176419246143987,N
441,411047,0.2833560643128165,N
442,432570,0.4485836827084034,N
443,10136,0.01832306435958835,N
444,184881,0.37665159315769065,N
445,228270,0.09923715575650208,N
446,249098,0.049972497346231305,N
447,58961,0.08397438376206803,N
448,191530,0.04940542776778953,N
449,30657,0.13398548984047845,N
450,401861,0.067886680369915,N
451,183512,0.03353482798572619,N
452,333438,0.044322872048735376,N
453,17994,0.025788767696299786,N
454,390951,0.02421212257543081,N
455,140699,0.022540738834753066,N
456,6654,0.29546015345941656,N
457,5020,0.16859727693774823,N
458,322512,0.06731739813310415,N
459,56321,0.7051356915493621,Y
460,402140,0.030959478119915475,N
461,286358,0.15022074015427575,N
462,400272,0.022034206948858007,N
463,451961,0.044098697775149,N
464,155234,0.38575286988600965,N
465,416681,0.3457539639634426,N
466,429185,0.08004457292981279,N
467,282095,0.3589015133170124,N
468,374201,0.1402895787145592,N
469,305940,0.10325370168347264,N
470,389408,0.10082540711546338,N
471,209979,0.03298583229303953,N
472,17698,0.03691078888202461,N
473,280007,0.034983508746680755,N
474,277326,0.16958509547013673,N
475,164457,0.045964216165311364,N
476,425113,0.10074029966089595,N
477,234721,0.04648615511210125,N
478,276335,0.3073411388197346,N
479,427043,0.46182603164084357,N
480,441798,0.375528711516344,N
481,416285,0.17267892639469146,N
482,315598,0.34059836747125943,N
483,131468,0.018592602755137737,N
484,376015,0.27109907744228595,N
485,356852,0.32581754028485344,N
486,230304,0.311186871642173,N
487,20115,0.4874474273102969,N
488,72600,0.8656965457607569,Y
489,193529,0.06352010997009569,N
490,134697,0.020059466291259622,N
491,282278,0.17535090690101357,N
492,472125,0.012827545835739784,N
493,244796,0.03370117400992113,N
494,276591,0.03403856808353984,N
495,10706,0.1963501161979721,N
496,386951,0.25372831674832086,N
497,85653,0.019949494196622067,N
498,387463,0.3553170310711213,N
499,10628,0.010761245038365487,N
500,224070,0.025594891452265713,N
501,346077,0.06312778106026677,N
502,59273,0.055597932425783994,N
503,131767,0.11158847507628288,N
504,333780,0.025709490765716693,N
505,152784,0.10075700692434549,N
506,53694,0.21966796841318184,N
507,61179,0.027210733339657144,N
508,474332,0.03874681959950256,N
509,127708,0.02897577224117464,N
510,130849,0.032619094606395733,N
511,295958,0.21880139375261173,N
512,188290,0.08323527703346938,N
513,310602,0.3541500713945309,N
514,406571,0.06396743414871256,N
515,18781,0.03035167551733912,N
516,66957,0.21870876193432823,N
517,331321,0.03289166275163638,N
518,395785,0.9040742865317731,Y
519,63880,0.11628880568363258,N
520,4939,0.2370315429848652,N
521,174538,0.08284790773124762,N
522,29539,0.19180988718087855,N
523,148920,0.5457568709913412,Y
524,232386,0.12219785271659946,N
525,278434,0.5633670193611358,Y
526,148815,0.5325576025053641,Y
527,303696,0.03236901767789217,N
528,249876,0.06882165253947584,N
529,232435,0.16805289981836785,N
530,133974,0.4514856460732287,N
531,281408,0.04778911705135922,N
532,78112,0.04366289212978062,N
533,128677,0.053081634076985774,N
534,446471,0.05882115526542248,N
535,146009,0.08844150801183136,N
536,149372,0.03872251441998951,N
537,236361,0.10966820602823057,N
538,124260,0.019107505678782975,N
539,177735,0.5755071610140821,Y
540,260920,0.030783520466604986,N
541,80424,0.8910632305249228,Y
542,219567,0.03187318250144263,N
543,115523,0.08038228738732399,N
544,424726,0.09336607561491538,N
545,379108,0.019243789914368193,N
546,317975,0.1324288066074247,N
547,280136,0.15074302056257013,N
548,390080,0.37313516142966985,N
549,100052,0.10750227695587701,N
550,445011,0.036180613712439705,N
551,70126,0.0327955091843462,N
552,245968,0.7067161380479808,Y
553,13587,0.03399363046487913,N
554,148958,0.8606570845559574,Y
555,185987,0.09477518528340315,N
556,214976,0.3168594996034507,N
557,135060,0.032929120269961296,N
558,120102,0.009440190348079415,N
559,369500,0.0455734023566054,N
560,428056,0.02338274593641945,N
561,381225,0.03152576350397703,N
562,473396,0.10272527325112552,N
563,314052,0.16612151920000165,N
564,1771,0.2859843588506451,N
565,254915,0.2640614899775368,N
566,123419,0.3962377250639743,N
567,262200,0.03861896258516232,N
568,339726,0.8659829706359509,Y
569,23567,0.10254986727539939,N
570,367448,0.43869037172274306,N
571,352725,0.7386364472037925,Y
572,174074,0.02367817978924831,N
573,255824,0.11387895888956022,N
574,169112,0.05456262873927841,N
575,248243,0.05186847721648567,N
576,46919,0.031558831621913266,N
577,307457,0.02662106568153234,N
578,78266,0.21479970922464056,N
579,103068,0.16679716394481423,N
580,358634,0.013795208189396299,N
581,11820,0.12084573705436123,N
582,423638,0.7032874870006325,Y
583,232243,0.5369464306410134,Y
584,288492,0.15350055193815385,N
585,452921,0.06593108574917142,N
586,298337,0.29144474865355585,N
587,76876,0.032876462524787396,N
588,250449,0.08737486436737721,N
589,364601,0.13279929527944048,N
590,462236,0.02515110379384956,N
591,82004,0.38698659407219377,N
592,348292,0.1415517619964214,N
593,367517,0.40201489411736246,N
594,453522,0.26628413626580655,N
595,293459,0.23060560809621103,N
596,175050,0.6077721192827084,Y
597,84916,0.3485125528198003,N
598,231265,0.03326079269072841,N
599,26078,0.3621276623612481,N
600,393603,0.026622981625018097,N
601,15036,0.1208925656909083,N
602,308294,0.10354073577008642,N
603,288617,0.205015816133944,N
604,295215,0.644179037702254,Y
605,474818,0.02961455077673004,N
606,30853,0.04686513147611322,N
607,355221,0.09562566138981639,N
608,68516,0.02346045241635795,N
609,134641,0.09278313641018875,N
610,116883,0.026959737778207093,N
611,471173,0.05587672495887368,N
612,204153,0.1283555517612496,N
613,37848,0.15852269249241796,N
614,208102,0.034801803684784895,N
615,312046,0.05212097773309282,N
616,67769,0.034427057692443405,N
617,183889,0.028071827859403316,N
618,1815,0.046476393273545254,N
619,15804,0.05502378613952503,N
620,420749,0.04497653362607425,N
621,304268,0.0419873793999888,N
622,460786,0.018720970053303643,N
623,311652,0.4593487200739588,N
624,82672,0.14947376183246902,N
625,421872,0.0629282772319751,N
626,193971,0.3895158269827705,N
627,361217,0.044093338638293435,N
628,98004,0.04562472943251645,N
629,310940,0.17133012257599622,N
630,278669,0.01993039880252686,N
631,332910,0.014054716374491556,N
632,72735,0.09108841435254239,N
633,199011,0.17526438164542057,N
634,179461,0.2539399205092558,N
635,72369,0.4239211476116552,N
636,463547,0.03943175879732096,N
637,52686,0.099003426174194,N
638,362284,0.42597948908731037,N
639,230111,0.05198269860138229,N
640,441417,0.29973578621012903,N
641,47560,0.7381971977482857,Y
642,464833,0.03194781555475356,N
643,40683,0.1415202407580598,N
644,348823,0.0448121722075888,N
645,127813,0.4661316108608618,N
646,170098,0.11102912914234903,N
647,315788,0.0713293485110126,N
648,229635,0.25070884181975145,N
649,59185,0.09866214041550785,N
650,76067,0.28477220096640044,N
651,436804,0.01974658768480485,N
652,44140,0.030577125635221393,N
653,212236,0.030832569944932282,N
654,443772,0.018758311488563797,N
655,113709,0.010031857210493227,N
656,143624,0.6098604019987905,Y
657,440370,0.014920323463877904,N
658,368352,0.032896493533016116,N
659,369636,0.016370235318670122,N
660,189959,0.12479129719176828,N
661,334161,0.1380392915819783,N
662,179380,0.023966645044015807,N
663,264013,0.12952637654365015,N
664,3050,0.04095943941450686,N
665,372908,0.24998833596107534,N
666,308646,0.09316384261209652,N
667,344787,0.11288638106724753,N
668,177553,0.03834559639675427,N
669,473261,0.03895404941508203,N
670,133987,0.03468312862733355,N
671,274642,0.04237916130549237,N
672,447056,0.06913551385452128,N
673,62237,0.142385163493283,N
674,54311,0.04337692833302962,N
675,265319,0.04287323296039263,N
676,433901,0.16133916962381992,N
677,466109,0.05314767030005405,N
678,289125,0.014526584847087583,N
679,51348,0.36267061239145243,N
680,189826,0.5539022890829075,Y
681,474350,0.046369955069535146,N
682,187053,0.05514222676611861,N
683,387237,0.030323136317969755,N
684,137973,0.08207273012648414,N
685,103768,0.19364335863853382,N
686,213203,0.0452544553013512,N
687,269359,0.04694790156510945,N
688,78550,0.04340167852285467,N
689,100500,0.808113019252927,Y
690,359426,0.034234122380634634,N
691,53086,0.3499045535038033,N
692,223180,0.15566127444719605,N
693,428096,0.2574337036279664,N
694,258999,0.09672401920385373,N
695,300928,0.1279616102891878,N
696,75922,0.017460027352093066,N
697,295450,0.03681350304966227,N
698,329314,0.1313353144317787,N
699,183379,0.21338899055745045,N
700,4799,0.05923056836630194,N
701,274967,0.5250669055685848,Y
702,82368,0.11083185203330895,N
703,11370,0.010091067658774629,N
704,224241,0.3836794897871888,N
705,325799,0.01644581639595416,N
706,408414,0.5013332372242277,Y
707,396531,0.013021059847843972,N
708,238326,0.30556896380281545,N
709,429613,0.27480987258482575,N
710,147334,0.02375338230335494,N
711,297798,0.0345751850761383,N
712,212995,0.3034323566996773,N
713,458897,0.046827145542818395,N
714,437441,0.2924974362462485,N
715,320201,0.13333407911808812,N
716,298439,0.12377110193038175,N
717,147744,0.026303270615846565,N
718,361186,0.12008746320974233,N
719,475827,0.5421853767154319,Y
720,273844,0.048707520660140266,N
721,148461,0.029629370265770283,N
722,248953,0.10499449080211695,N
723,127814,0.26467924468843296,N
724,56192,0.03241360366286359,N
725,340714,0.3950804202066351,N
726,164841,0.25132714621319296,N
727,223808,0.033789584240962456,N
728,103426,0.10853579913193862,N
729,421013,0.3425871895672984,N
730,163516,0.41389520359559784,N
731,329794,0.2689391247004409,N
732,226076,0.017176984910519368,N
733,243598,0.05180849911972079,N
734,169301,0.04421284336533998,N
735,459379,0.9998696150277908,Y
736,109193,0.025127505444293007,N
737,120002,0.07905559891677925,N
738,43624,0.248784719231086,N
739,246403,0.02632322286653486,N
740,357483,0.09869812614798575,N
741,179873,0.03307247641572831,N
742,228521,0.0855428235574379,N
743,354069,0.44812637264743765,N
744,321138,0.0321350411967728,N
745,392041,0.4296774435525919,N
746,354537,0.2735243581346785,N
747,277168,0.25049806548419584,N
748,169990,0.032287977328414624,N
749,387620,0.09236611035197412,N
750,445152,0.6194451814324775,Y
751,168837,0.11960462406811623,N
752,45785,0.07616489104605506,N
753,176284,0.27585449944017576,N
754,448646,0.4878236143530833,N
755,384066,0.2562215422916871,N
756,269764,0.34819757735011386,N
757,38232,0.1419874029079299,N
758,329147,0.05264645614542342,N
759,30659,0.02042559912555585,N
760,360544,0.41597431230734205,N
761,280271,0.051110834700564337,N
762,157044,0.012954351214500134,N
763,255684,0.12713526168307407,N
764,424035,0.03798826094779743,N
765,85833,0.149446805752229,N
766,41038,0.014873240412264895,N
767,86414,0.03140823467067038,N
768,239899,0.31136993971800025,N
769,236687,0.05926327257493487,N
770,137428,0.4019635494781037,N
771,156074,0.2973116501541726,N
772,428674,0.5365665821058984,Y
773,174932,0.25350032532330796,N
774,219917,0.039888648791181494,N
775,427027,0.24025599969144665,N
776,385344,0.07293489334573197,N
777,334197,0.05385567356820175,N
778,406185,0.643608433910291,Y
779,427878,0.32657320119210875,N
780,84250,0.8927757220799702,Y
781,389110,0.1041254579107898,N
782,129102,0.029715441930229264,N
783,444558,0.11308508801886868,N
784,326890,0.03022491563536062,N
785,237470,0.7011202753337271,Y
786,40622,0.03174730236024353,N
787,337921,0.020148360578645677,N
788,53831,0.06571802782662448,N
789,22307,0.07253545521731683,N
790,101338,0.2658179456896517,N
791,308299,0.05606278594801536,N
792,174375,0.4086397339131332,N
793,364432,0.4283861859169469,N
794,449562,0.6274701541142501,Y
795,290623,0.029315036496926954,N
796,274256,0.7350683422768358,Y
797,38875,0.2545217961716689,N
798,127160,0.26001214196755457,N
799,357804,0.15691834010305628,N
800,164731,0.021790754201822592,N
801,187251,0.11628466424091301,N
802,156354,0.04134646449132327,N
803,326704,0.03168207736071143,N
804,17238,0.555198673037186,Y
805,370862,0.035552600926442544,N
806,212742,0.5494271437215514,Y
807,231937,0.07757918427372647,N
808,213251,0.03716662941151282,N
809,466984,0.04947722676478779,N
810,392110,0.054138380039418635,N
811,29009,0.025718681820331376,N
812,454979,0.2783551522731019,N
813,66664,0.16122600646318774,N
814,339633,0.03503208480815406,N
815,282757,0.1396063330781295,N
816,224661,0.3576189389986863,N
817,239470,0.17436266798843306,N
818,363473,0.23805383286698492,N
819,425482,0.03394657666560327,N
820,15599,0.054502427422227766,N
821,285078,0.03992938797253797,N
822,1757,0.4778809062578153,N
823,399700,0.19370596551463265,N
824,25214,0.2792361684802236,N
825,360299,0.08240061832840817,N
826,419162,0.10469337523159476,N
827,224322,0.027574212054150293,N
828,337688,0.15066773012444193,N
829,353634,0.14738973734919023,N
830,286578,0.08962005523654225,N
831,425222,0.060289924536967104,N
832,432098,0.11586100922993682,N
833,175216,0.3845287478082502,N
834,263828,0.04319563191653588,N
835,232355,0.055186048668783294,N
836,10860,0.07891814245080121,N
837,389287,0.12878551000815264,N
838,170352,0.17014695947705716,N
839,149846,0.1639690098496514,N
840,226727,0.8552198936399682,Y
841,418739,0.2447343544475303,N
842,303685,0.05511661153518717,N
843,43539,0.4484294308085512,N
844,406870,0.8724926367861432,Y
845,45076,0.035783969922286225,N
846,11938,0.15975562749479638,N
847,262206,0.10178755264415158,N
848,3141,0.23980203835395106,N
849,268697,0.1690524504120208,N
850,164157,0.02640488187151403,N
851,304431,0.722962438216158,Y
852,219563,0.3364461185532634,N
853,181711,0.011961226579686127,N
854,148880,0.04084789887695435,N
855,460394,0.24977672876756524,N
856,254129,0.018959389929866458,N
857,84621,0.789251235766041,Y
858,476337,0.017198189791641835,N
859,425161,0.37374273793005147,N
860,362627,0.12581196584922427,N
861,277301,0.4386626443458926,N
862,64546,0.25543114444353165,N
863,85550,0.13383620501051735,N
864,242930,0.2561635235120166,N
865,385016,0.7458761703396841,Y
866,271795,0.02013916487388309,N
